ID	Type	name
151	BiologicalProcess	"bp(GOBP:""phagocytosis, engulfment"")"
152	BiologicalProcess	"bp(GOBP:""activation of immune response"")"
153	BiologicalProcess	"bp(GOBP:""calcium-mediated signaling"")"
155	BiologicalProcess	"bp(GOBP:""B cell proliferation"")"
158	BiologicalProcess	"bp(GO:""lipid droplet formation"")"
159	BiologicalProcess	"bp(MESHPP:""PA"")"
160	BiologicalProcess	"bp(GOBP:""protein kinase B signaling"")"
161	BiologicalProcess	"bp(GOBP:""amyloid fibril formation"")"
162	BiologicalProcess	"bp(PMIBP:""neurological decline"")"
163	BiologicalProcess	"bp(GOBP:""mitochondrial genome maintenance"")"
164	BiologicalProcess	"bp(GOBP:""phosphatidylinositol 3-kinase signaling"")"
165	BiologicalProcess	"bp(GOBP:""cell proliferattion"")"
167	BiologicalProcess	"bp(GO:""lipid metabolic process"")"
168	BiologicalProcess	"bp(GO:""regulation of mitochondrial membrane potential"")"
169	BiologicalProcess	"bp(GOBP:""gamma-aminobutyric acid signaling pathway"")"
170	BiologicalProcess	"bp(GOBP:""synaptic transmission, glutamatergic"")"
171	BiologicalProcess	"bp(GOBP:""regulation of adenosine receptor signaling pathway"")"
172	BiologicalProcess	"bp(GOBP:""mitochondrial electron transport, cytochrome c to oxygen"")"
173	BiologicalProcess	"bp(GO:""autophagy"")"
174	BiologicalProcess	"bp(GO:""amyloid-beta formation"")"
175	BiologicalProcess	"bp(GO:""protein farnesylation"")"
176	BiologicalProcess	"bp(MESH:""Cell Survival"")"
177	BiologicalProcess	"bp(GO:""superoxide anion generation"")"
178	BiologicalProcess	"bp(GO:""phagocytosis"")"
179	BiologicalProcess	"bp(GO:""mitophagy"")"
180	BiologicalProcess	"bp(GO:""axonal transport of mitochondrion"")"
181	BiologicalProcess	"bp(GO:""energy homeostasis"")"
182	BiologicalProcess	"bp(GO:""nucleocytoplasmic transport"")"
183	BiologicalProcess	"bp(GO:""negative regulation of NIK/NF-kappaB signaling"")"
186	BiologicalProcess	"bp(GO:""spinal cord development"")"
187	BiologicalProcess	"bp(GO:""dopamine secretion"")"
188	BiologicalProcess	"bp(GO:""GO:0051935"")"
189	BiologicalProcess	"bp(GO:""actin rod assembly"")"
190	BiologicalProcess	"bp(GO:""mitochondrion localization"")"
191	BiologicalProcess	"bp(GO:""aggresome assembly"")"
192	BiologicalProcess	"bp(GO:""bile acid biosynthetic process"")"
193	BiologicalProcess	"bp(GO:""response to chloroquine"")"
196	BiologicalProcess	"bp(GOBP:""actin polymerization or depolymerization"")"
197	BiologicalProcess	"bp(GOBP:""multinuclear osteoclast differentiation"")"
200	BiologicalProcess	"bp(GOBP:""long-term synaptic potentiation"")"
201	BiologicalProcess	"bp(GOBP:""mitochondrial calcium ion transport"")"
202	BiologicalProcess	"bp(GOBP:""mitochondrion disassembly"")"
203	BiologicalProcess	"bp(GOBP:""generation of neurons"")"
204	BiologicalProcess	"bp(GOBP:""transmission of nerve impulse"")"
205	BiologicalProcess	"bp(PMIBP:""neurite retraction"")"
206	BiologicalProcess	"bp(GOBP:""learning"")"
207	BiologicalProcess	"bp(GOBP:""vasodilation"")"
209	BiologicalProcess	"bp(MESHD:""Insulin Resistance"")"
210	BiologicalProcess	"bp(GOBP:""positive regulation of cellular process"")"
211	BiologicalProcess	"bp(GOBP:""retrograde axon cargo transport"")"
212	BiologicalProcess	"bp(GOBP:""neuron remodeling"")"
213	BiologicalProcess	"bp(GOBP:""Wnt signaling pathway"")"
214	BiologicalProcess	"bp(GOBP:""stress fiber assembly"")"
215	BiologicalProcess	"bp(GO:""learning"")"
216	BiologicalProcess	"bp(GO:""locomotion"")"
217	BiologicalProcess	"bp(GO:""calcium ion homeostasis"")"
218	BiologicalProcess	"bp(CONSO:""PI3K-Akt signaling pathway"")"
219	BiologicalProcess	"bp(GO:""neuron differentiation"")"
220	BiologicalProcess	"bp(MESH:""Unfolded Protein Response"")"
221	BiologicalProcess	"bp(GO:""microtubule bundle formation"")"
222	BiologicalProcess	"bp(GO:""stress granule assembly"")"
224	BiologicalProcess	"bp(CONSO:""Proteostasis"")"
225	BiologicalProcess	"bp(GO:""DNA conformation change"")"
226	BiologicalProcess	"bp(MESH:""Glycolysis"")"
227	BiologicalProcess	"bp(GO:""evasion or tolerance of host defenses by virus"")"
228	BiologicalProcess	"bp(MESH:""Remyelination"")"
229	BiologicalProcess	"bp(CONSO:""amyloidogenesis"")"
231	BiologicalProcess	"bp(GO:""cellular response to heat"")"
232	BiologicalProcess	"bp(MESH:""Neurofibrillary Tangles"")"
233	BiologicalProcess	"bp(GO:""acetylcholine catabolic process"")"
235	BiologicalProcess	"bp(GO:""SNARE complex assembly"")"
236	BiologicalProcess	"bp(MESH:""Protein Structure, Secondary"")"
237	BiologicalProcess	"bp(GO:""response to lipopolysaccharide"")"
238	BiologicalProcess	"bp(GOBP:""apoptotic process"")"
239	BiologicalProcess	"bp(MESHPP:""Apoptosis"")"
240	BiologicalProcess	"bp(MESHPP:""Lipid Peroxidation"")"
241	BiologicalProcess	"bp(GOBP:""macrophage activation"")"
242	BiologicalProcess	"bp(GOBP:""protein stabilization"")"
243	BiologicalProcess	"bp(GOBP:""ERK1 and ERK2 cascade"")"
244	BiologicalProcess	"bp(GOBP:""T cell differentiation"")"
245	BiologicalProcess	"bp(GOBP:""neuronal signal transduction"")"
246	BiologicalProcess	"bp(GOBP:""cell differentiation"")"
247	BiologicalProcess	"bp(GOBP:""regulation of synaptic plasticity"")"
248	BiologicalProcess	"bp(GOBP:""cellular response to oxidative stress"")"
249	BiologicalProcess	"bp(GOBP:""response to insulin"")"
250	BiologicalProcess	"bp(GOBP:""platelet aggregation"")"
251	BiologicalProcess	"bp(GOBP:""negative regulation of androgen receptor activity"")"
252	BiologicalProcess	"bp(NCIT:""Proteolysis"")"
253	BiologicalProcess	"bp(NCIT:""Aggregation"")"
257	BiologicalProcess	"bp(GO:""myelination"")"
258	BiologicalProcess	"bp(GO:""parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization"")"
259	BiologicalProcess	"bp(MESH:""Growth"")"
260	BiologicalProcess	"bp(GO:""angiogenesis"")"
261	BiologicalProcess	"bp(GO:""mitochondrial fragmentation involved in apoptotic process"")"
262	BiologicalProcess	"bp(GO:""neurofibrillary tangle assembly"")"
263	BiologicalProcess	"bp(GO:""long-term memory"")"
264	BiologicalProcess	"bp(GO:""oxidative phosphorylation"")"
265	BiologicalProcess	"bp(GO:""ERAD pathway"")"
266	BiologicalProcess	"bp(GO:""mitochondrial unfolded protein response"")"
267	BiologicalProcess	"bp(GO:""locomotory behavior"")"
268	BiologicalProcess	"bp(GO:""calcium import into the mitochondrion"")"
269	BiologicalProcess	"bp(GO:""neuron cellular homeostasis"")"
270	BiologicalProcess	"bp(GO:""regulation of cellular component movement"")"
271	BiologicalProcess	"bp(GO:""Fas signaling pathway"")"
273	BiologicalProcess	"bp(GO:""ATP metabolic process"")"
274	BiologicalProcess	"bp(GO:""circadian sleep/wake cycle, wakefulness"")"
275	BiologicalProcess	"bp(GO:""microglial cell activation involved in immune response"")"
277	BiologicalProcess	"bp(GO:""dorsal spinal cord development"")"
279	BiologicalProcess	"bp(GOBP:""immune response"")"
280	BiologicalProcess	"bp(GOBP:""membrane protein ectodomain proteolysis"")"
281	BiologicalProcess	"bp(GOBP:""ATP biosynthetic process"")"
282	BiologicalProcess	"bp(GOBP:""cell adhesion"")"
284	BiologicalProcess	"bp(GOBP:""T cell proliferation"")"
285	BiologicalProcess	"bp(GOBP:""synaptic transmission, cholinergic"")"
286	BiologicalProcess	"bp(GOBP:""hydroxymethylglutaryl-CoA reductase kinase activity"")"
287	BiologicalProcess	"bp(HP:""NMDA glutamate receptor activity"")"
288	BiologicalProcess	"bp(GOBP:""membrane lipid catabolic process"")"
289	BiologicalProcess	"bp(GOBP:""positive regulation of endocytosis"")"
290	BiologicalProcess	"bp(GOBP:""activation of GTPase activity"")"
291	BiologicalProcess	"bp(GOBP:""behavior"")"
292	BiologicalProcess	"bp(HP:""telomerase activity"")"
293	BiologicalProcess	"bp(GOBP:""actin crosslink formation"")"
294	BiologicalProcess	"bp(GOBP:""axon regeneration"")"
295	BiologicalProcess	"bp(GOBP:""gamma-aminobutyric acid receptor clustering"")"
296	BiologicalProcess	"bp(GOBP:""iron assimilation by chelation and transport"")"
297	BiologicalProcess	"bp(GO:""L-glutamate import"")"
298	BiologicalProcess	"bp(GO:""signal release from synapse"")"
299	BiologicalProcess	"bp(GO:""neuron-neuron synaptic transmission"")"
300	BiologicalProcess	"bp(GO:""dendritic spine morphogenesis"")"
301	BiologicalProcess	"bp(GO:""complement activation"")"
302	BiologicalProcess	"bp(GO:""lysosomal protein catabolic process"")"
303	BiologicalProcess	"bp(GO:""tubulin complex assembly"")"
304	BiologicalProcess	"bp(GO:""synapse maturation"")"
305	BiologicalProcess	"bp(GO:""motor learning"")"
306	BiologicalProcess	"bp(NCIT:""C17741"")"
307	BiologicalProcess	"bp(GO:""activation of immune response"")"
308	BiologicalProcess	"bp(GO:""transport across blood-brain barrier"")"
310	BiologicalProcess	"bp(GO:""peroxisome proliferator activated receptor signaling pathway"")"
311	BiologicalProcess	"bp(GO:""receptor clustering"")"
312	BiologicalProcess	"bp(GO:""neuron maturation"")"
313	BiologicalProcess	"bp(GO:""peptidyl-cysteine oxidation"")"
314	BiologicalProcess	"bp(GO:""amyloid-beta clearance by transcytosis"")"
315	BiologicalProcess	"bp(GO:""autophagosome membrane docking"")"
316	BiologicalProcess	"bp(GOBP:""beta-amyloid clearance"")"
319	BiologicalProcess	"bp(GOBP:""dendritic cell migration"")"
320	BiologicalProcess	"bp(MESHF:""Memory, Short-Term"")"
321	BiologicalProcess	"bp(GOBP:""response to reactive oxygen species"")"
323	BiologicalProcess	"bp(GOBP:""cholesterol efflux"")"
324	BiologicalProcess	"bp(GOBP:""negative regulation of insulin receptor signaling pathway"")"
325	BiologicalProcess	"bp(GOBP:""wound healing"")"
326	BiologicalProcess	"bp(GOBP:""stress response to copper ion"")"
327	BiologicalProcess	"bp(HP:""calcium channel activity"")"
328	BiologicalProcess	"bp(GOBP:""synaptic vesicle to endosome fusion"")"
329	BiologicalProcess	"bp(GOBP:""potassium ion import"")"
330	BiologicalProcess	"bp(CBP:""glutamate excitotoxicity"")"
331	BiologicalProcess	"bp(GOBP:""viral entry into host cell"")"
332	BiologicalProcess	"bp(GO:""immune response"")"
333	BiologicalProcess	"bp(GO:""cytokine production"")"
335	BiologicalProcess	"bp(GO:""blood vessel development"")"
336	BiologicalProcess	"bp(MESH:""Transendothelial and Transepithelial Migration"")"
337	BiologicalProcess	"bp(GO:""T cell antigen processing and presentation"")"
338	BiologicalProcess	"bp(GO:""excitatory postsynaptic potential"")"
339	BiologicalProcess	"bp(GO:""astrocyte development"")"
340	BiologicalProcess	"bp(GO:""protein K48-linked ubiquitination"")"
341	BiologicalProcess	"bp(GO:""response to type I interferon"")"
344	BiologicalProcess	"bp(GO:""T-helper 2 cell cytokine production"")"
345	BiologicalProcess	"bp(GO:""positive regulation of calcium ion import"")"
346	BiologicalProcess	"bp(GO:""cell cycle arrest"")"
347	BiologicalProcess	"bp(GO:""Hsp90 deacetylation"")"
348	BiologicalProcess	"bp(GO:""positive regulation of voltage-gated calcium channel activity"")"
349	BiologicalProcess	"bp(MESH:""D017774"")"
350	BiologicalProcess	"bp(GO:""membrane hyperpolarization"")"
351	BiologicalProcess	"bp(MESH:""Membrane Potentials"")"
352	BiologicalProcess	"bp(GO:""response to amino acid starvation"")"
353	BiologicalProcess	"bp(GO:""glycosaminoglycan catabolic process"")"
354	BiologicalProcess	"bp(GO:""histone acetylation"")"
355	BiologicalProcess	"bp(GOBP:""macrophage cytokine production"")"
358	BiologicalProcess	"bp(GOBP:""electron transport chain"")"
359	BiologicalProcess	"bp(GOBP:""positive regulation of mitochondrial translation in response to stress"")"
360	BiologicalProcess	"bp(GOBP:""regulation of natural killer cell apoptotic process"")"
361	BiologicalProcess	"bp(GOBP:""axon guidance"")"
362	BiologicalProcess	"bp(GOBP:""adrenergic receptor signaling pathway"")"
363	BiologicalProcess	"bp(GOBP:""regulation of catalase activity"")"
364	BiologicalProcess	"bp(GOBP:""iron ion homeostasis"")"
365	BiologicalProcess	"bp(PMIBP:""alpha synuclein fibrillation"")"
366	BiologicalProcess	"bp(GOBP:""stem cell proliferation"")"
367	BiologicalProcess	"bp(GOBP:""necrotic cell death"")"
368	BiologicalProcess	"bp(PTS:""ERK cascade"")"
369	BiologicalProcess	"bp(MESHPP:""Gene Transfer, Horizontal"")"
370	BiologicalProcess	"bp(GO:""social behavior"")"
371	BiologicalProcess	"bp(GO:""canonical Wnt signaling pathway"")"
372	BiologicalProcess	"bp(GO:""anterograde axonal protein transport"")"
373	BiologicalProcess	"bp(GO:""calcium ion import into cytosol"")"
374	BiologicalProcess	"bp(GO:""stress-activated protein kinase signaling cascade"")"
375	BiologicalProcess	"bp(GO:""chromatin organization"")"
378	BiologicalProcess	"bp(GO:""response to drug"")"
379	BiologicalProcess	"bp(GO:""neuron-glial cell signaling"")"
380	BiologicalProcess	"bp(GO:""sphingosine-1-phosphate receptor signaling pathway"")"
381	BiologicalProcess	"bp(MESH:""Neuronal Plasticity"")"
382	BiologicalProcess	"bp(GO:""dendritic spine organization"")"
383	BiologicalProcess	"bp(GO:""one-carbon metabolic process"")"
384	BiologicalProcess	"bp(GO:""sodium ion transport"")"
385	BiologicalProcess	"bp(GO:""coagulation"")"
386	BiologicalProcess	"bp(GOBP:""immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"")"
387	BiologicalProcess	"bp(GOBP:""calcium ion import into cell"")"
389	BiologicalProcess	"bp(GOBP:""erythrocyte clearance"")"
390	BiologicalProcess	"bp(GOBP:""CD4-positive, alpha-beta T cell activation"")"
391	BiologicalProcess	"bp(GOBP:""response to unfolded protein"")"
392	BiologicalProcess	"bp(GOBP:""pre-B cell receptor expression"")"
393	BiologicalProcess	"bp(GOBP:""induction of apoptotic process"")"
394	BiologicalProcess	"bp(GOBP:""regulation of cAMP-dependent protein kinase activity"")"
395	BiologicalProcess	"bp(GOBP:""platelet activation"")"
396	BiologicalProcess	"bp(GOBP:""apoptotic signaling pathway"")"
397	BiologicalProcess	"bp(GOBP:""phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway"")"
398	BiologicalProcess	"bp(HP:""spatial memory"")"
399	BiologicalProcess	"bp(GOBP:""energy reserve metabolic process"")"
401	BiologicalProcess	"bp(GOBP:""SNARE complex assembly"")"
402	BiologicalProcess	"bp(GO:""cellular calcium ion homeostasis"")"
403	BiologicalProcess	"bp(GO:""synaptic vesicle endocytosis"")"
404	BiologicalProcess	"bp(GO:""ERK1 and ERK2 cascade"")"
405	BiologicalProcess	"bp(GO:""cAMP-mediated signaling"")"
406	BiologicalProcess	"bp(GO:""pre-B cell receptor expression"")"
407	BiologicalProcess	"bp(GO:""apoptotic signaling pathway"")"
408	BiologicalProcess	"bp(GO:""cell redox homeostasis"")"
412	BiologicalProcess	"bp(NCIT:""Protein Truncation"")"
413	BiologicalProcess	"bp(MESHPP:""Gastrointestinal Microbiome"")"
414	BiologicalProcess	"bp(MESHPP:""neuroprotective agents"")"
415	BiologicalProcess	"bp(GO:""intracellular receptor signaling pathway"")"
416	BiologicalProcess	"bp(GO:""keratinocyte migration"")"
417	BiologicalProcess	"bp(GO:""modulation of chemical synaptic transmission"")"
418	BiologicalProcess	"bp(GO:""mast cell activation"")"
419	BiologicalProcess	"bp(GO:""cargo loading into vesicle"")"
420	BiologicalProcess	"bp(GO:""mRNA stabilization"")"
421	BiologicalProcess	"bp(MESH:""Long-Term Potentiation"")"
422	BiologicalProcess	"bp(GO:""response to insulin"")"
423	BiologicalProcess	"bp(GO:""regulation of phosphatidylinositol 3-kinase signaling"")"
424	BiologicalProcess	"bp(GO:""lysosomal lumen acidification"")"
425	BiologicalProcess	"bp(GO:""intracellular distribution of mitochondria"")"
426	BiologicalProcess	"bp(GO:""proteasomal ubiquitin-independent protein catabolic process"")"
428	BiologicalProcess	"bp(GOBP:""aging"")"
429	BiologicalProcess	"bp(GOBP:""cytoskeleton organization"")"
430	BiologicalProcess	"bp(GOBP:""synapse assembly"")"
431	BiologicalProcess	"bp(GOBP:""cell-cell signaling"")"
433	BiologicalProcess	"bp(GOBP:""DNA damage response, detection of DNA damage"")"
434	BiologicalProcess	"bp(GOBP:""short-term synaptic potentiation"")"
435	BiologicalProcess	"bp(GOBP:""positive regulation of glial cell apoptotic process"")"
436	BiologicalProcess	"bp(GOBP:""calcium ion transport"")"
437	BiologicalProcess	"bp(GOBP:""positive regulation of lysosomal membrane permeability"")"
438	BiologicalProcess	"bp(GOBP:""phosphatidylinositol 3-kinase activity"")"
440	BiologicalProcess	"bp(GOBP:""cellular potassium ion transport"")"
441	BiologicalProcess	"bp(GOBP:""positive regulation of vasodilation"")"
442	BiologicalProcess	"bp(GOBP:""memory deficits"")"
443	BiologicalProcess	"bp(GOBP:""blood coagulation"")"
444	BiologicalProcess	"bp(GOBP:""positive regulation of synaptic transmission, cholinergic"")"
445	BiologicalProcess	"bp(GOBP:""neuroblast proliferation"")"
446	BiologicalProcess	"bp(GO:""walking behavior"")"
447	BiologicalProcess	"bp(GO:""astrocyte activation"")"
448	BiologicalProcess	"bp(GO:""synaptic signaling"")"
449	BiologicalProcess	"bp(GO:""ion homeostasis"")"
450	BiologicalProcess	"bp(GO:""regulation of calcium-mediated signaling"")"
451	BiologicalProcess	"bp(GO:""protein catabolic process"")"
452	BiologicalProcess	"bp(GO:""anterograde dendritic transport"")"
453	BiologicalProcess	"bp(GO:""vesicle transport along microtubule"")"
454	BiologicalProcess	"bp(GO:""chemical synaptic transmission"")"
455	BiologicalProcess	"bp(NCIT:""C16407"")"
456	BiologicalProcess	"bp(GO:""activation of innate immune response"")"
458	BiologicalProcess	"bp(GO:""sodium ion import across plasma membrane"")"
460	BiologicalProcess	"bp(GO:""hyperpolarization of postsynaptic membrane"")"
463	BiologicalProcess	"bp(GO:""cellular response to mechanical stimulus"")"
464	BiologicalProcess	"bp(GO:""biosynthetic process"")"
465	BiologicalProcess	"bp(GO:""cellular response to ethanol"")"
466	BiologicalProcess	"bp(GOBP:""regulation of inflammatory response"")"
468	BiologicalProcess	"bp(GOBP:""microglial cell migration"")"
469	BiologicalProcess	"bp(GOBP:""angiogenesis"")"
470	BiologicalProcess	"bp(GOBP:""neuron projection morphogenesis"")"
471	BiologicalProcess	"bp(GOBP:""myeloid dendritic cell activation"")"
